customer_unique_id,last_order_date,total_orders,lifetime_value,is_high_value,days_inactive,is_churned
004288347e5e88a27ded2bb23747066c,2018-01-14 07:36:54,2,354.37,True,276,True
011575986092c30523ecb71ff10cb473,2018-04-18 21:58:08,2,214.9,True,181,True
011b4adcd54683b480c4d841250a987f,2018-02-15 11:40:57,2,236.3,True,244,True
012452d40dafae4df401bced74cdb490,2018-05-14 12:12:45,2,495.33,True,156,True
012a218df8995d3ec3bb221828360c86,2018-06-18 13:08:38,2,1510.38,True,121,True
013f4353d26bb05dc6652f1269458d8d,2017-11-28 13:30:58,2,356.39,True,323,True
015557c9912277312b9073947804a7ba,2017-05-01 14:48:33,2,315.12,True,534,True
01c289bb06354cdc7e6549570f20ada4,2017-12-26 21:14:43,2,242.5,True,294,True
01ea7dfdac01a4e8fbe2902b73510b20,2018-02-09 17:36:45,2,276.75,True,249,True
01f2285f85a1c603eb7ef755ad311769,2018-05-31 14:51:03,2,463.04,True,139,True
02168ea18740a0fdaaa15f11bebba5db,2017-10-09 22:05:59,2,264.04,True,372,True
029b457bd01199c39136f89e0eddcd3a,2018-01-04 19:21:49,2,347.55,True,285,True
02e9109b7e0a985108b43e573b6afb23,2018-05-14 11:04:55,3,602.73,True,156,True
0341bbd5c969923a0f801b9e2d10a7b8,2018-05-30 13:00:03,2,1999.68,True,140,True
0361e980b28826f4d286ac144d9b319a,2018-07-01 18:03:34,2,456.92,True,107,True
038301b43811478e1a8dc0e476eaf52e,2018-04-12 20:58:52,2,645.53,True,187,True
03ef7f03905227e15c7b6c860554b3cb,2018-07-18 13:07:19,2,238.55,True,91,True
043aee247e71edff7045664609f4d806,2017-07-17 19:00:49,3,690.52,True,456,True
0451ef5a31cea3e14ce02d768d7c9943,2017-06-18 20:00:47,2,387.39,True,485,True
0488328f0b499963e32a37fa42a20ca0,2017-09-07 12:38:15,2,384.17,True,405,True
04be500031efe43d2defff8c41810543,2018-02-01 08:35:49,2,255.79,True,258,True
04d3c2795b83634312bf3f86f41f7901,2017-08-08 20:46:53,2,596.39,True,434,True
0509ab034845adb0b4c91b6f0e7b7260,2018-05-04 18:44:15,2,339.46,True,165,True
055ec572ac7f3c7bdd04a183830ebe59,2017-07-18 18:49:15,2,4053.08,True,455,True
05669445931c028d97b7c0637b5a2359,2017-10-07 17:03:03,2,210.78,True,375,True
05e52c1f96f8b83dd66dcdce679ff58d,2017-07-24 11:52:30,2,239.16,True,450,True
05edb10f73fe7d03959ff26540913b3a,2018-01-03 10:51:21,2,231.49,True,287,True
060f9ea0a180843fb91d4923b6d01bea,2018-03-10 15:40:45,2,628.63,True,221,True
0621c2a5979d3e887ae519620cbe2926,2017-08-10 09:47:46,2,514.49,True,433,True
065938485846aa5adc196cb536de42e0,2018-02-23 13:47:17,2,442.19,True,236,True
070acf4df1234a6257809e4e79644481,2018-07-18 07:41:58,2,1011.02,True,91,True
0710e0c85fe7cb494d624e0863782e46,2018-03-21 15:06:40,2,239.24,True,210,True
071fb07419a29c8ba143831082e0320a,2018-01-10 08:27:45,2,475.11,True,280,True
073037acc049d2be44730a7e39836046,2017-12-19 13:11:08,2,298.87,True,302,True
07342638d0e0aad32c3cf0efc1a37ba5,2017-09-27 08:28:04,2,404.71,True,385,True
07b1b60bca2b6326fa2adb259ea4a55f,2018-05-09 17:16:21,3,251.54,True,161,True
07b28cf1d8515d08ccca505e273fffaf,2017-03-24 13:56:45,2,637.01,True,572,True
07f765655f560c8624267665ce23675a,2018-04-17 14:27:45,2,530.77,True,183,True
07ff81a9676efa0286ddd3f09e7c0063,2018-06-11 17:56:07,2,484.32,True,127,True
0807baeeeaa1309effbd9a9dee41ab17,2018-05-08 00:06:19,2,384.44,True,162,True
0895c61a77b305efdfad13596c749c60,2018-04-11 11:59:18,2,923.4,True,189,True
08c07c761592a71b85136aa4fe76a6f4,2018-04-06 15:28:48,3,405.03,True,194,True
08d8ad84b0088cbeae77da4ff3817479,2018-05-17 09:18:52,2,259.81,True,153,True
08e5b38d7948d37fbb2a59fc5e175ab1,2018-05-06 14:10:05,3,835.94,True,164,True
08f7cf00ed9ff3e0a08fc136ec272974,2017-09-01 22:26:18,2,355.84,True,410,True
0942eedfe0e865b2a80419a14672286f,2018-01-21 22:51:21,2,244.23,True,268,True
096e351116755fe4c3c1e48eaf301a41,2017-05-16 10:49:27,2,217.49,True,519,True
09831ff6ab667f42521bcd4c22dc755c,2018-03-25 11:26:29,2,317.83,True,206,True
099fad9e8f7dfbd0412c300bcc697e0b,2018-05-16 17:52:39,2,430.79,True,153,True
09ab36a420b5c87c5c9772bdb494f2e3,2018-02-24 23:18:14,2,222.56,True,234,True
09baec50afccbb414f24bf8e0bc7c020,2018-05-16 01:18:19,2,714.83,True,154,True
09bc7afc3e8d8dccaffd0b16944a91fe,2017-08-01 11:12:08,2,609.87,True,442,True
09cd73b13f103e47ce13675b4a4b36f3,2018-05-10 15:00:58,2,225.24,True,160,True
09d74edf20acb4f9523fb1cf19a18456,2018-03-05 14:54:33,2,312.49,True,226,True
09d7c538023c2c4fb0553c831c12f084,2017-05-22 19:49:13,2,846.12,True,512,True
0a5fab743da859b3f10a409bbb132a5a,2018-02-14 11:05:31,2,260.74,True,245,True
0a609db8d244100909a15d65eadf8539,2017-10-18 15:53:47,3,501.16,True,364,True
0a61b571f594b6919601bcf3380da7f7,2018-01-12 18:17:00,3,518.02,True,277,True
0aa1ab39ff2b837c05d7c9ff85b6d983,2018-03-11 10:15:39,2,211.2,True,220,True
0aadc1d26d1c8b88a52c39a533ccea93,2017-11-28 10:27:09,2,1218.7,True,323,True
0abee71cd257861a0944e2a81cea4a50,2017-11-26 09:30:30,2,423.86,True,325,True
0ac10a57d07e3d38b11f66283c44672b,2017-06-02 10:53:33,2,209.66,True,502,True
0ac4a9460c1baf3051ffec5c9021a499,2018-05-30 07:58:30,2,214.94,True,140,True
0af334fc660bfc9c75109752cc8271d7,2017-04-16 06:31:08,2,468.39,True,549,True
0b3cf8a9362deaf8b870d49ae61f3ca1,2017-08-20 22:08:30,2,226.35,True,422,True
0b3dc7efaafb0cf78a4796d42fa8d74c,2017-07-28 09:34:29,2,620.06,True,446,True
0b402d6dd50694a118c642448e2cb086,2017-11-26 20:40:58,2,230.84,True,324,True
0b51518c7deffd54b13b007c9f91c3f0,2018-07-03 14:40:57,2,285.33,True,106,True
0b6d4f036c07e10854affe43fc4e718c,2018-03-22 15:57:22,2,227.11,True,209,True
